route,tier,score,constraint_adjusted_score,rank,selected,selected_stop_count,top_city_stop_count,sla_pair_count,budget_cost,hard_blocker_count,claim_blocker_count,constraint_debt_cost_m,lifecycle_debt_cost_m,constraint_penalty_score,top_constraint_classes,constraint_ledger_artifact,decision,reason,selected_stops,top_city_stops,sla_pairs
I640,T3,33.3,33.3,148,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US23,T3,33.3,33.3,149,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I555,T3,33.1,33.1,150,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I710,T3,33.0,33.0,151,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US202,T3,33.0,33.0,152,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I435,T3,32.8,32.8,153,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US65,T3,32.6,32.6,154,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US81,T3,32.6,32.6,155,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I380,T3,32.5,32.5,156,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US322,T3,32.5,32.5,157,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US27,T3,32.4,32.4,158,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I14,T3,32.3,32.3,159,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I12,T3,32.1,32.1,160,false,1,0,0,1,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,STOP-NOLA-BR,,
I695,T3,32.0,32.0,161,false,1,1,0,1,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,STOP-BALTIMORE,STOP-BALTIMORE,
I490,T3,31.9,31.9,162,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US220,T3,31.8,31.8,163,false,1,0,0,1,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,STOP-ROANOKE,,
I68,T3,31.6,31.6,164,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I99,T3,31.6,31.6,165,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US101,T3,31.6,31.6,166,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I194,T3,31.2,31.2,167,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I244,T3,31.2,31.2,168,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I580,T3,31.2,31.2,169,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I376,T3,31.1,31.1,170,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I895,T3,31.0,31.0,171,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I678,T3,30.9,30.9,172,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I83,T3,30.9,30.9,173,false,2,1,0,2,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,STOP-BAL-PHL;STOP-HARRISBURG,STOP-BAL-PHL,
I27,T3,30.8,30.8,174,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I530,T3,30.7,30.7,175,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I359,T3,30.6,30.6,176,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I520,T3,30.5,30.5,177,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I39,T3,30.3,30.3,178,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US20,T3,30.3,30.3,179,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US54,T3,30.3,30.3,180,false,1,1,0,1,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,STOP-ELP-JRZ,STOP-ELP-JRZ,
US74,T4,29.8,29.8,181,false,0,0,0,0,0,0,0.00,0.00,0.00,lower_tier_feeder_gap_relief,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I180,T4,29.7,29.7,182,false,0,0,0,0,0,0,0.00,0.00,0.00,lower_tier_feeder_gap_relief,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US22,T4,29.7,29.7,183,false,0,0,0,0,0,0,0.00,0.00,0.00,lower_tier_feeder_gap_relief,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US10,T4,29.4,29.4,184,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I72,T4,29.3,29.3,185,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US301,T4,29.3,29.3,186,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US90Z,T4,29.9,28.9,187,false,0,0,0,0,0,1,0.00,0.00,1.00,lower_tier_feeder_gap_relief;terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I135,T4,29.8,28.8,188,false,0,0,0,0,0,1,0.00,0.00,1.00,lower_tier_feeder_gap_relief;terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US421,T4,28.8,28.8,189,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I140,T4,28.7,28.7,190,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I471,T4,28.7,28.7,191,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I880,T4,29.6,28.6,192,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I705,T4,28.4,28.4,193,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US250,T4,28.3,28.3,194,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US15,T4,29.2,28.2,195,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I235,T4,28.2,28.2,196,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I510,T4,29.1,28.1,197,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I93,T4,29.1,28.1,198,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US95,T4,29.0,28.0,199,false,2,0,0,2,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,STOP-LASVEGAS;STOP-BOISE,,
I129,T4,28.0,28.0,200,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I691,T4,28.9,27.9,201,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US167,T4,28.9,27.9,202,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I176,T4,27.9,27.9,203,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US31,T4,27.6,27.6,204,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I175,T4,28.5,27.5,205,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I840,T4,28.5,27.5,206,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US24,T4,28.5,27.5,207,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I795,T4,27.5,27.5,208,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I478,T4,28.4,27.4,209,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US84,T4,28.4,27.4,210,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US96,T4,28.4,27.4,211,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I276,T4,28.3,27.3,212,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I696,T4,27.3,27.3,213,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US26,T4,28.2,27.2,214,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US270,T4,28.2,27.2,215,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US87,T4,28.0,27.0,216,false,1,0,0,1,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,STOP-AMARILLO,,
I190,T4,27.9,26.9,217,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I335,T4,27.9,26.9,218,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I465,T4,26.9,26.9,219,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US76,T4,27.8,26.8,220,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I115,T4,26.8,26.8,221,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I196,T4,26.6,26.6,222,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I69E,T4,26.6,26.6,223,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US41,T4,26.5,26.5,224,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US14,T4,27.4,26.4,225,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I294,T4,26.4,26.4,226,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US224,T4,26.4,26.4,227,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US119,T4,26.3,26.3,228,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US66,T4,27.0,26.0,229,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I271,T4,26.0,26.0,230,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US82,T4,26.8,25.8,231,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I277,T4,25.8,25.8,232,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US281,T4,25.8,25.8,233,false,0,0,0,0,0,0,0.00,0.00,0.00,lower_tier_feeder_gap_relief,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US35,T4,25.8,25.8,234,false,1,0,0,1,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,STOP-CHARLESTON-WV,,
US42,T4,25.8,25.8,235,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US45W,T4,26.6,25.6,236,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I110,T2,65.6,25.6,237,false,1,1,0,1,0,0,40.00,0.00,40.00,asset_condition_debt;game_ops_bundle_binding_relief,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,STOP-LA-LB,STOP-LA-LB,
I990,T4,26.5,25.5,238,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I279,T4,25.4,25.4,239,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US278,T4,26.2,25.2,240,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I496,T4,25.1,25.1,241,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I255,T4,26.0,25.0,242,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I181,T4,25.0,25.0,243,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US223,T4,25.0,25.0,244,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I185,T4,25.9,24.9,245,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I526,T4,24.9,24.9,246,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I895B,T4,24.9,24.9,247,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I390,T4,25.8,24.8,248,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I759,T4,25.8,24.8,249,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US385,T4,24.8,24.8,250,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US7,T4,25.7,24.7,251,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US190,T4,24.7,24.7,252,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US33,T4,24.7,24.7,253,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US45E,T4,25.5,24.5,254,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I169,T4,25.2,24.2,255,false,0,0,0,0,0,1,0.00,0.00,1.00,terminal_access_evidence_gap,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
I69C,T4,24.2,24.2,256,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US79,T4,24.2,24.2,257,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I474,T4,24.1,24.1,258,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I579,T4,24.1,24.1,259,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US16,T4,24.1,24.1,260,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I805,T4,23.7,23.7,261,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US150,T4,23.7,23.7,262,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I89,T4,23.5,23.5,263,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I182,T4,23.3,23.3,264,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I384,T4,23.3,23.3,265,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US191,T4,23.2,23.2,266,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US422,T4,23.2,23.2,267,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I291,T4,23.1,23.1,268,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I469,T4,23.1,23.1,269,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US395,T4,23.1,23.1,270,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I265,T4,22.9,22.9,271,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US285,T4,22.9,22.9,272,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I41,T4,22.8,22.8,273,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US130,T4,22.6,22.6,274,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I97,T4,22.4,22.4,275,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I370,T4,22.1,22.1,276,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I890,T4,22.1,22.1,277,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I315,T4,22.0,22.0,278,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US181,T4,22.0,22.0,279,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US277,T4,22.0,22.0,280,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I505,T4,21.9,21.9,281,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I355,T4,21.8,21.8,282,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I43,T4,21.8,21.8,283,false,1,0,0,1,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,STOP-MILWAUKEE,,
I381,T4,21.5,21.5,284,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I895A,T4,21.5,21.5,285,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US219,T4,21.5,21.5,286,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US169,T4,21.4,21.4,287,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US271,T4,21.4,21.4,288,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US18,T4,21.3,21.3,289,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I590,T4,21.1,21.1,290,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I694,T4,21.1,21.1,291,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US131,T4,21.1,21.1,292,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US206,T4,21.1,21.1,293,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I885,T4,21.0,21.0,294,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I481,T4,20.9,20.9,295,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I385,T4,20.7,20.7,296,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I494,T4,20.7,20.7,297,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US217,T4,20.7,20.7,298,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US601,T4,20.7,20.7,299,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I283,T4,20.6,20.6,300,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I781,T4,20.5,20.5,301,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I184,T4,20.3,20.3,302,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I480N,T4,20.3,20.3,303,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US21,T4,20.3,20.3,304,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US212,T4,20.2,20.2,305,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I172,T4,20.1,20.1,306,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I865,T4,20.1,20.1,307,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I73,T4,20.0,20.0,308,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I690,T4,19.6,19.6,309,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US34,T4,19.6,19.6,310,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US222,T4,19.4,19.4,311,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US231,T4,19.4,19.4,312,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US264,T4,19.0,19.0,313,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US311,T4,19.0,19.0,314,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I126,T4,18.9,18.9,315,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US93,T4,18.7,18.7,316,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I391,T4,18.6,18.6,317,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US53,T4,18.6,18.6,318,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I790,T4,18.5,18.5,319,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US19W,T4,18.5,18.5,320,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US378,T4,18.3,18.3,321,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I220,T2,53.2,18.2,322,false,0,0,0,0,0,0,35.00,0.00,35.00,asset_condition_debt;game_ops_bundle_binding_relief,data/optimizer-constraint-ledger.csv,reject-tier,not-t1-score-band,,,
US25W,T4,18.1,18.1,323,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US377,T4,18.1,18.1,324,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US259,T4,17.9,17.9,325,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I293,T4,17.8,17.8,326,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US209,T4,17.7,17.7,327,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US91,T4,17.7,17.7,328,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I585,T4,17.6,17.6,329,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US89,T4,17.6,17.6,330,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I780,T4,17.5,17.5,331,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US258,T4,17.5,17.5,332,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US321,T4,17.4,17.4,333,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US97,T4,17.4,17.4,334,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I587,T4,17.2,17.2,335,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US127,T4,17.1,17.1,336,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US68,T4,17.1,17.1,337,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I229,T4,16.9,16.9,338,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US4,T4,16.9,16.9,339,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US44,T4,16.6,16.6,340,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US45,T4,16.6,16.6,341,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US72,T4,16.6,16.6,342,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US158,T4,16.4,16.4,343,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US501,T4,16.4,16.4,344,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
