proof_intake_id,source_access_id,proof_review_id,proof_artifact_id,acquisition_id,queue_id,route,zone_id,required_artifact_fields,required_contact_statement,proof_artifact,proof_status,proof_blocker,blocker_claims_before,blocker_claims_after,claim_blocker_delta,next_artifact,validation_status
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI115,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI115,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI115,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI115,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI115,T4CONTACT-T3GREATLAKES-I115,I-115,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI510,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI510,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI510,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI510,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3TEXASBORDERI510,T4CONTACT-T3TEXASBORDER-I510,I-510,t3-texas-border,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI691,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI691,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI691,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI691,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI691,T4CONTACT-T3GREATLAKES-I691,I-691,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI696,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI696,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI696,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI696,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI696,T4CONTACT-T3GREATLAKES-I696,I-696,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI69E,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI69E,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI69E,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERI69E,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3TEXASBORDERI69E,T4CONTACT-T3TEXASBORDER-I69E,I-69E,t3-texas-border,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI705,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI705,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI705,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI705,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI705,T4CONTACT-T3MOUNTAINWEST-I705,I-705,t3-mountain-west,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI72,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI72,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI72,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI72,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI72,T4CONTACT-T3GREATLAKES-I72,I-72,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI759,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI759,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI759,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI759,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHI759,T4CONTACT-T3MIDSOUTH-I759,I-759,t3-mid-south,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTI795,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTI795,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTI795,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTI795,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTI795,T4CONTACT-T3SOUTHEAST-I795,I-795,t3-southeast,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI840,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI840,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI840,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI840,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHI840,T4CONTACT-T3MIDSOUTH-I840,I-840,t3-mid-south,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI880,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI880,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI880,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI880,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI880,T4CONTACT-T3MOUNTAINWEST-I880,I-880,t3-mountain-west,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI93,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI93,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI93,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI93,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI93,T4CONTACT-T3GREATLAKES-I93,I-93,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI990,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI990,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI990,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI990,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI990,T4CONTACT-T3GREATLAKES-I990,I-990,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS10,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS10,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS10,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS10,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS10,T4CONTACT-T3GREATLAKES-US10,US10,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS119,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS119,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS119,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS119,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS119,T4CONTACT-T3SOUTHEAST-US119,US119,t3-southeast,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS14,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS14,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS14,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS14,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS14,T4CONTACT-T3MOUNTAINWEST-US14,US14,t3-mountain-west,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS15,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS15,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS15,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS15,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS15,T4CONTACT-T3GREATLAKES-US15,US15,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS167,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS167,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS167,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS167,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS167,T4CONTACT-T3MIDSOUTH-US167,US167,t3-mid-south,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS22,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS22,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS22,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS22,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS22,T4CONTACT-T3GREATLAKES-US22,US22,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS223,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS223,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS223,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS223,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS223,T4CONTACT-T3GREATLAKES-US223,US223,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS224,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS224,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS224,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS224,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS224,T4CONTACT-T3GREATLAKES-US224,US224,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS24,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS24,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS24,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS24,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS24,T4CONTACT-T3MIDSOUTH-US24,US24,t3-mid-south,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS250,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS250,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS250,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS250,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS250,T4CONTACT-T3GREATLAKES-US250,US250,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS26,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS26,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS26,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS26,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS26,T4CONTACT-T3MOUNTAINWEST-US26,US26,t3-mountain-west,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS270,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS270,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS270,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS270,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS270,T4CONTACT-T3MIDSOUTH-US270,US270,t3-mid-south,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS278,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS278,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS278,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS278,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS278,T4CONTACT-T3SOUTHEAST-US278,US278,t3-southeast,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
