tier,source_selector,region_id,route,segment_bundle_id,stitch_group_id,national_segment_id,edge_id,edge_sequence,state,length_miles,iri_m_per_km,max_iri_m_per_km,pavement_status,repair_action,freight_ride_requirement,transit_ride_requirement,source_contract,next_artifact,validation_status
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.27C7CE55ED459D37,3384,136,,17.2,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.70F8776E7469FCA6,3385,137,,0.4,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.F0C5A1260688A300,3386,138,,1.1,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.E2E97C025FB8B3FD,3387,139,,5.0,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.88E179987FF6040D,3388,140,,5.4,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.33475F1EA1A9C189,3389,141,,26.7,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.CFB4DF448F1E6C76,3390,142,,65.6,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.E2AC38EC636D3D3F,3391,143,,24.2,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.3E4FA07F04DCF3C2,3392,144,,0.0,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.B93D3745D78DFCB8,3393,145,,2.4,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.72EFE0FF9053AF75,3394,146,,2.3,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.516D065515F4FE4A,3395,147,,68.6,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.C161CE2569A5E7C5,3396,148,,27.2,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.88F113404B7134AC,3397,149,,0.0,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.3884FD5EB0A9DE98,3398,150,,27.8,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.A823D3FF96AEDC89,3399,151,,26.9,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.8F66A8110BF009DA,3400,152,,28.8,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.7E79EEF1D0526201,3401,153,,21.8,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.5D260A8ECBC80093,3402,154,,1.6,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.795F8200CBB07FE5,3403,155,,16.4,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.24E0E1FE5CB5EA87,3404,156,,1.6,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.59A9962F8EF77BA0,3405,157,,1.0,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.E7C0CB81CB63B9FE,3406,158,,68.5,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.1C490823B7DA7A04,3407,159,,27.8,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.C51B412947B9C235,3408,160,,26.3,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.55D87ED34C5B562B,3409,161,,1.7,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.6184742E630BD820,3410,162,,5.8,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.A0549CB20E4482E5,3411,163,,1.2,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.38B15B64B957DF86,3412,164,,2.6,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.5D2CFE269CF8663E,3413,165,,21.3,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.831F1B5F83FDFB31,3414,166,,24.7,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.0A9BEA44D3962D75,3415,167,,30.4,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.B78E3507FC7B486F,3416,168,,0.1,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.777999475C56F54A,3417,169,,0.5,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.59F45E46C4C608AD,3418,170,,23.4,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.189883B23411A9D9,3419,171,,17.9,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.897CF02205D8C579,3420,172,,30.4,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.6CF16AEFB3599F33,3421,173,,1.4,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.29832783450DC209,3422,174,,1.5,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.5B49360EE2784DFF,3423,175,,12.5,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.3B78BC857F21DB4B,3424,176,,22.9,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.AA4683082F9970FE,3425,177,,7.4,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.37FEAC56EBEAC210,3426,178,,14.2,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.D262C46C2C702421,3427,179,,14.2,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.4D5E139B49348E86,3428,180,,0.5,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.775F849E4E69074C,3429,181,,25.8,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.7DF8B015B735D9A7,3430,182,,4.7,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.D98F871E8F909207,3431,183,,26.9,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.A50B921D01B14F67,3432,184,,26.7,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.63CAFFA64A9A0858,3433,185,,0.4,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.93335B512FDF1A62,3434,186,,25.8,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.6D9594EE6E32F74B,3435,187,,2.8,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.079DE7BB62F3E301,3436,188,,16.4,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.A0B3A8F8629AC0BF,3437,189,,12.5,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
T1,t1-line-selector,national,I70,US.HWYBUNDLE.6F6C3B616A53E4BA,US.HWYSTITCH.9C25AF2CA5106353,US.HWYSEG.EE8E854FF3265A84,3438,190,,87.2,0.99,1.50,pavement-floor-pass,no pavement repair required before promotion,"No recurring roughness that forces truck speed derate, cargo damage risk, or relay-time padding on promise segments",Intercity bus or high-capacity coach service can maintain scheduled highway speed without ride-quality delay,HPMS IRI joined to tier-segment-candidates plus state pavement condition feeds where available,data/national-segment-registry.csv,pass
