attachment_review_id,artifact_attachment_id,source_capture_id,proof_intake_id,proof_artifact_id,acquisition_id,queue_id,route,zone_id,source_artifact_reference,review_decision,evidence_review_status,proof_acceptance_status,optimization_return_status,review_reason,blocker_claims_before,blocker_claims_after,claim_blocker_delta,next_artifact,validation_status
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI705,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI705,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI705,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI705,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI705,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI705,T4CONTACT-T3MOUNTAINWEST-I705,I-705,t3-mountain-west,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI72,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI72,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI72,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI72,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI72,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI72,T4CONTACT-T3GREATLAKES-I72,I-72,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI759,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI759,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI759,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI759,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI759,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHI759,T4CONTACT-T3MIDSOUTH-I759,I-759,t3-mid-south,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTI795,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTI795,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTI795,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTI795,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTI795,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTI795,T4CONTACT-T3SOUTHEAST-I795,I-795,t3-southeast,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI840,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI840,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI840,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI840,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHI840,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHI840,T4CONTACT-T3MIDSOUTH-I840,I-840,t3-mid-south,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI880,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI880,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI880,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI880,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI880,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTI880,T4CONTACT-T3MOUNTAINWEST-I880,I-880,t3-mountain-west,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI93,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI93,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI93,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI93,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI93,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI93,T4CONTACT-T3GREATLAKES-I93,I-93,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI990,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI990,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI990,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI990,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI990,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI990,T4CONTACT-T3GREATLAKES-I990,I-990,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS10,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS10,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS10,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS10,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS10,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS10,T4CONTACT-T3GREATLAKES-US10,US10,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS119,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS119,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS119,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS119,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS119,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS119,T4CONTACT-T3SOUTHEAST-US119,US119,t3-southeast,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS14,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS14,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS14,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS14,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS14,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS14,T4CONTACT-T3MOUNTAINWEST-US14,US14,t3-mountain-west,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS15,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS15,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS15,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS15,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS15,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS15,T4CONTACT-T3GREATLAKES-US15,US15,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS167,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS167,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS167,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS167,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS167,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS167,T4CONTACT-T3MIDSOUTH-US167,US167,t3-mid-south,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS22,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS22,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS22,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS22,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS22,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS22,T4CONTACT-T3GREATLAKES-US22,US22,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS223,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS223,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS223,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS223,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS223,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS223,T4CONTACT-T3GREATLAKES-US223,US223,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS224,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS224,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS224,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS224,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS224,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS224,T4CONTACT-T3GREATLAKES-US224,US224,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS24,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS24,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS24,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS24,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS24,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS24,T4CONTACT-T3MIDSOUTH-US24,US24,t3-mid-south,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS250,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS250,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS250,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS250,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS250,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS250,T4CONTACT-T3GREATLAKES-US250,US250,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS26,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS26,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS26,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS26,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS26,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS26,T4CONTACT-T3MOUNTAINWEST-US26,US26,t3-mountain-west,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
